Gene,p_ours,cutoff,n_high,direction,p_hpa,label
ENSG00000178752,0.04039299610483938,1.7192000150680542,103,1,0.04039,unprognostic - unfavorable
ENSG00000178761,0.357695083189984,16.806400299072266,110,1,0.3577,unprognostic - unfavorable
ENSG00000178764,0.04676324458157132,19.881999969482422,52,-1,0.04676,unprognostic - favorable
ENSG00000178773,0.010044148477717625,1.9306999444961548,29,1,0.01004,unprognostic - unfavorable
ENSG00000178776,0.0007030821725811716,0.18289999663829803,70,1,0.0007031,potential prognostic - unfavorable
ENSG00000178796,0.0012160360595694878,0.8428000211715698,65,1,0.001216,unprognostic - unfavorable
ENSG00000178802,0.019298896472512338,49.83580017089844,68,1,0.0193,unprognostic - unfavorable
ENSG00000178809,0.10075980682794959,3.376800060272217,30,1,0.1008,unprognostic - unfavorable
ENSG00000178814,0.04198547385829351,1.9428999423980713,102,1,0.04199,unprognostic - unfavorable
ENSG00000178826,0.05034141514556387,0.6430000066757202,88,1,0.05034,unprognostic - unfavorable
ENSG00000178852,0.005090855945413254,0.5343000292778015,107,1,0.005091,unprognostic - unfavorable
ENSG00000178860,0.014802495828019884,2.586899995803833,41,1,0.0148,unprognostic - unfavorable
ENSG00000178878,0.150745058350353,14.891599655151367,87,-1,0.1507,unprognostic - favorable
ENSG00000178882,0.05795790552302237,2.566200017929077,30,-1,0.05796,unprognostic - favorable
ENSG00000178896,0.06086802971852628,60.43259811401367,48,1,0.06087,unprognostic - unfavorable
ENSG00000178904,0.03719542880496887,16.05340003967285,95,-1,0.0372,unprognostic - favorable
ENSG00000178913,0.09619355219078296,178.58299255371094,29,-1,0.09619,unprognostic - favorable
ENSG00000178921,0.1903765076442995,18.862899780273438,28,-1,0.2746,unprognostic - favorable
ENSG00000178922,0.02767490250090878,29.3302001953125,70,1,0.02767,unprognostic - unfavorable
ENSG00000178927,0.0005125012343038903,76.37670135498047,76,1,0.0005125,potential prognostic - unfavorable
ENSG00000178935,0.234064307906156,3.7002999782562256,44,-1,0.2341,unprognostic - favorable
ENSG00000178947,0.06254399031063694,1.8365999460220337,105,1,0.06254,unprognostic - unfavorable
ENSG00000178950,0.21176365140575543,28.668100357055664,97,-1,0.2118,unprognostic - favorable
ENSG00000178951,0.3171004649116088,10.724499702453613,34,-1,0.3171,unprognostic - favorable
ENSG00000178952,0.13552355001988778,183.16099548339844,58,-1,0.1355,unprognostic - favorable
ENSG00000178965,0.11978553749504198,0.18539999425411224,102,1,0.1198,unprognostic - unfavorable
ENSG00000178966,0.16649702021733614,8.542499542236328,65,1,0.1665,unprognostic - unfavorable
ENSG00000178971,0.10171748604781791,11.107399940490723,49,1,0.1017,unprognostic - unfavorable
ENSG00000178974,0.2574598943043179,12.225600242614746,51,-1,0.2575,unprognostic - favorable
ENSG00000178980,0.20171162691618974,949.2899780273438,37,-1,0.2017,unprognostic - favorable
ENSG00000178982,0.24984025760588963,207.41299438476562,33,-1,0.2498,unprognostic - favorable
ENSG00000178988,0.1397551846511316,64.48909759521484,101,1,0.1398,unprognostic - unfavorable
ENSG00000178996,0.21457941342450523,13.903300285339355,36,-1,0.2146,unprognostic - favorable
ENSG00000178999,0.26681317495126083,11.796600341796875,103,-1,0.2668,unprognostic - favorable
ENSG00000179010,0.10113305482655717,497.7359924316406,41,-1,0.1011,unprognostic - favorable
ENSG00000179021,0.004643293017878303,24.67340087890625,71,-1,0.004643,unprognostic - favorable
ENSG00000179029,0.012502057856412497,19.114099502563477,94,1,0.0125,unprognostic - unfavorable
ENSG00000179041,0.09307696147773825,21.742799758911133,40,-1,0.09308,unprognostic - favorable
ENSG00000179044,0.11160135650396427,4.047699928283691,42,1,0.1116,unprognostic - unfavorable
ENSG00000179051,0.2870862538498294,39.05220031738281,28,-1,0.3867,unprognostic - favorable
ENSG00000179058,0.002368105729243251,3.4554998874664307,29,1,0.002368,unprognostic - unfavorable
ENSG00000179071,0.10381204803826712,1.1542999744415283,99,1,0.1038,unprognostic - unfavorable
ENSG00000179085,0.09330600626750929,165.94000244140625,88,1,0.09331,unprognostic - unfavorable
ENSG00000179091,0.33557237800516343,254.61199951171875,30,-1,0.3356,unprognostic - favorable
ENSG00000179094,0.2206928405369417,54.698699951171875,38,-1,0.2207,unprognostic - favorable
ENSG00000179104,0.045901044638438276,6.387199878692627,47,1,0.0459,unprognostic - unfavorable
ENSG00000179115,0.12052798745733115,72.64320373535156,64,-1,0.1205,unprognostic - favorable
ENSG00000179119,0.11540040121016669,5.622900009155273,72,1,0.1154,unprognostic - unfavorable
ENSG00000179134,0.2346952061394774,68.55419921875,58,-1,0.2347,unprognostic - favorable
ENSG00000179144,0.1662357552661591,14.921899795532227,36,1,0.1662,unprognostic - unfavorable
ENSG00000179151,0.26262713985779124,14.845000267028809,102,1,0.2626,unprognostic - unfavorable
ENSG00000179152,0.25935964646974713,10.692299842834473,109,-1,0.2594,unprognostic - favorable
