Gene,p_ours,cutoff,n_high,direction,p_hpa,label
ENSG00000103404,0.174768983465355,2.2750000953674316,107.0,1.0,0.1734,unprognostic - unfavorable
ENSG00000103415,0.0017016685317894382,71.39669799804688,41.0,-1.0,0.001696,unprognostic - favorable
ENSG00000103423,0.1816669287158042,29.701099395751953,36.0,-1.0,0.1807,unprognostic - favorable
ENSG00000103429,0.21811352755800198,19.044300079345703,133.0,-1.0,0.2197,unprognostic - favorable
ENSG00000103449,0.05395551416143699,7.625999927520752,121.0,-1.0,0.05541,unprognostic - favorable
ENSG00000103460,0.17219241419307302,0.08609999716281891,114.0,1.0,0.1701,unprognostic - unfavorable
ENSG00000103479,0.3791136348791857,2.53410005569458,81.0,1.0,0.3771,unprognostic - unfavorable
ENSG00000103485,0.06483343414250366,63.813201904296875,95.0,-1.0,0.06365,unprognostic - favorable
ENSG00000103490,0.058401267586327375,18.00320053100586,117.0,-1.0,0.0589,unprognostic - favorable
ENSG00000103494,0.012132128720956084,4.041500091552734,92.0,-1.0,0.01239,unprognostic - favorable
ENSG00000103495,0.12287814513127726,207.93299865722656,136.0,-1.0,0.1227,unprognostic - favorable
ENSG00000103496,0.16996675450294071,10.817899703979492,138.0,1.0,0.1699,unprognostic - unfavorable
ENSG00000103502,0.09818526348870352,114.9469985961914,40.0,-1.0,0.09692,unprognostic - favorable
ENSG00000103507,0.04754155135740788,74.54049682617188,48.0,-1.0,0.04787,unprognostic - favorable
ENSG00000103510,0.008059956373796843,27.549800872802734,114.0,-1.0,0.008192,unprognostic - favorable
ENSG00000103512,0.030218444442051587,18.219200134277344,41.0,-1.0,0.03074,unprognostic - favorable
